dow,hr,min,stage,No.of waiting,Reason,Serviece time
4,19,49,4,45,3,292.5
5,9,18,4,24,1,172.8
6,0,31,2,35,1,780.5
0,21,48,4,6,1,59.4
0,16,55,3,8,0,72.8
2,10,49,2,22,3,451
5,18,13,3,6,1,68.4
0,18,47,2,4,1,68.4
5,12,30,4,3,0,29.7
3,0,34,3,16,3,139.2
5,20,18,3,3,0,24.9
0,0,51,2,5,0,82
3,0,7,2,27,0,631.8
4,0,33,2,42,1,756
4,21,48,2,31,1,517.7
0,0,42,3,37,0,403.3
3,0,57,3,44,0,484
3,0,26,2,7,2,160.3
3,18,44,2,9,0,192.6
4,0,34,3,22,2,217.8
0,20,39,2,8,2,167.2
3,0,4,2,27,0,542.7
2,0,37,3,41,0,344.4
4,22,50,4,6,3,42.6
5,0,51,2,18,2,370.8
3,0,2,2,33,2,521.4
1,0,13,2,36,1,626.4
0,22,27,2,36,3,694.8
2,0,25,4,5,0,43.5
1,22,50,3,28,1,324.8
1,0,25,3,33,2,290.4
1,0,4,2,6,3,133.2
5,19,9,2,10,1,167
3,10,45,2,26,0,613.6
0,15,15,2,38,3,691.6
4,20,32,3,20,1,236
2,9,17,4,17,2,134.3
1,0,18,2,46,1,989
0,17,2,2,23,1,416.3
3,9,35,2,26,0,400.4
0,0,40,4,7,1,58.1
3,21,11,3,13,1,105.3
4,10,15,2,5,3,113
3,19,9,2,44,1,774.4
1,0,22,3,34,0,397.8
5,9,33,2,8,3,183.2
4,0,10,3,0,0,0
5,21,11,2,44,3,1029.6
0,11,9,3,34,2,292.4
2,21,28,3,17,0,200.6
5,0,0,3,29,0,345.1
3,11,35,2,15,1,289.5
1,21,51,2,0,2,0
4,19,58,2,12,0,247.2
3,18,47,3,11,0,122.1
4,19,31,3,29,0,263.9
3,20,1,2,16,2,297.6
6,15,34,2,31,3,629.3
4,19,43,2,26,2,410.8
4,0,18,2,2,2,40.4
5,22,6,3,38,1,414.2
1,21,1,2,26,3,603.2
0,17,8,2,8,1,168
5,9,5,2,24,0,475.2
6,19,2,2,23,3,416.3
3,21,39,4,24,0,228
2,22,22,4,37,3,318.2
3,19,51,3,41,0,410
2,21,5,3,24,3,232.8
4,22,20,2,18,2,397.8
1,0,27,2,10,1,200
3,20,31,2,18,2,372.6
5,0,27,3,17,2,200.6
1,0,51,3,11,0,121
6,0,41,2,35,2,539
1,21,9,2,1,2,21
3,20,40,2,3,2,59.4
3,22,58,2,41,0,971.7
2,0,0,3,24,1,216
6,19,29,2,43,0,675.1
3,0,32,3,9,2,84.6
3,0,40,2,36,1,774
5,18,31,2,28,0,478.8
4,0,17,2,5,1,117.5
0,0,22,4,30,2,168
1,21,3,2,44,3,1078
3,22,32,4,7,0,36.4
6,0,22,2,3,0,66
3,0,29,2,25,0,420
1,19,56,3,17,3,175.1
1,22,0,2,35,2,675.5
2,0,41,2,11,3,211.2
0,17,21,3,38,2,452.2
5,19,32,3,40,3,340
0,14,51,2,15,1,303
3,18,54,3,0,1,0
0,10,2,2,15,2,304.5
4,0,56,4,15,1,76.5
4,18,54,4,23,3,163.3
5,0,26,3,1,0,11.1
2,18,30,4,12,3,108
0,20,32,3,10,2,88
0,12,49,2,18,2,340.2
5,22,8,2,31,3,728.5
6,16,25,2,23,3,425.5
5,22,19,2,15,1,300
1,0,2,2,36,1,799.2
4,11,27,2,40,1,988
6,10,19,2,43,1,696.6
2,21,32,2,15,0,289.5
6,0,15,3,47,1,404.2
4,0,51,3,13,3,152.1
6,18,40,3,31,0,275.9
5,0,54,2,5,0,100
2,11,28,4,15,1,120
1,20,8,2,27,1,515.7
0,12,19,2,42,0,772.8
5,19,4,3,43,0,399.9
2,21,11,2,10,3,184
5,0,55,2,3,3,63
4,22,13,3,9,3,72.9
4,9,21,2,45,0,882
5,0,14,2,47,0,1132.7
5,21,51,3,0,0,0
0,18,10,4,34,1,255
4,18,46,3,1,0,8.6
3,0,53,3,35,2,339.5
5,0,28,2,26,1,546
3,12,53,3,41,1,336.2
3,0,51,2,43,3,808.4
3,9,13,3,20,3,236
2,9,13,2,35,0,539
3,22,22,2,7,0,143.5
2,0,55,3,34,0,309.4
6,0,20,2,19,2,378.1
4,12,7,3,14,3,156.8
0,14,47,2,42,1,651
2,10,57,3,22,3,211.2
0,14,19,3,8,2,83.2
5,0,15,2,44,0,1029.6
5,0,43,2,45,1,1039.5
5,19,17,2,12,0,289.2
3,19,10,4,24,0,124.8
0,14,9,3,31,2,257.3
6,16,21,2,36,2,648
5,22,29,2,4,0,81.2
2,0,39,4,12,1,69.6
1,19,41,3,46,2,395.6
2,20,10,3,48,0,427.2
5,0,4,3,17,0,151.3
6,11,28,3,12,1,108
1,0,4,2,28,0,476
5,21,5,3,35,0,332.5
4,0,51,3,13,3,137.8
1,22,9,2,32,1,486.4
3,12,38,2,19,0,454.1
5,0,5,4,23,0,115
4,9,9,2,43,0,786.9
5,22,54,2,20,0,324
4,0,42,2,4,0,98.4
2,20,31,2,26,2,460.2
5,9,17,2,6,1,100.8
6,14,30,2,48,3,724.8
2,0,50,2,25,2,545
0,9,39,3,32,3,275.2
3,0,23,3,45,3,522
4,11,24,2,11,0,213.4
2,0,10,3,17,0,151.3
3,21,16,2,5,1,101.5
0,10,34,4,46,0,441.6
0,19,22,2,31,1,647.9
0,0,33,3,20,1,164
5,10,22,3,36,3,331.2
3,22,0,2,2,0,39.6
4,0,39,3,4,3,40.8
4,0,2,3,45,3,441
3,0,21,2,12,3,262.8
4,10,33,2,42,3,882
6,16,37,2,23,2,556.6
2,22,58,3,20,3,188
2,0,54,3,3,0,27.3
3,0,46,3,48,1,489.6
2,19,41,3,47,0,484.1
5,0,14,2,10,1,180
6,21,25,3,17,2,168.3
4,22,7,3,35,3,360.5
2,0,44,3,22,0,257.4
3,21,22,4,13,3,128.7
2,0,29,4,17,0,164.9
1,0,13,3,28,3,310.8
4,0,14,2,32,2,675.2
5,0,44,3,39,0,319.8
1,10,34,2,34,3,605.2
2,22,40,2,36,1,576
3,18,35,4,39,1,343.2
0,14,41,4,12,3,69.6
4,9,20,3,49,2,426.3
4,18,21,2,21,0,380.1
0,9,18,3,45,1,522
5,19,17,2,45,1,1111.5
0,0,40,4,47,1,418.3
2,0,12,4,21,1,201.6
1,0,16,3,46,1,400.2
5,11,5,3,20,3,168
4,12,9,3,30,2,288
6,20,27,2,48,2,878.4
4,19,34,2,15,3,268.5
6,16,19,3,12,2,98.4
3,22,10,2,29,2,719.2
5,11,28,2,20,1,474
2,21,33,2,18,2,408.6
1,9,46,2,48,0,921.6
4,18,12,4,49,3,455.7
5,22,37,3,8,2,81.6
4,0,29,2,42,3,680.4
5,22,26,3,7,0,74.2
2,0,43,4,38,1,372.4
4,10,7,4,42,0,390.6
5,19,11,3,49,0,455.7
2,0,24,2,25,3,462.5
3,0,49,4,35,3,210
2,0,0,3,26,3,280.8
0,11,55,2,41,3,844.6
4,20,58,2,6,2,108
5,0,57,4,0,0,0
0,10,44,4,40,0,224
3,0,44,2,36,2,889.2
6,10,58,2,24,3,559.2
2,0,52,4,14,1,81.2
1,18,45,2,2,3,35.6
0,10,36,3,4,0,41.6
5,19,29,2,28,1,464.8
3,18,31,3,33,0,283.8
3,9,46,4,10,2,82
6,16,22,2,43,2,928.8
3,18,17,2,40,3,816
1,9,52,4,46,0,285.2
1,0,46,2,8,1,137.6
5,18,42,3,32,1,275.2
1,0,56,3,32,1,374.4
0,12,29,2,26,1,392.6
2,22,17,3,16,1,156.8
1,12,32,3,16,0,172.8
6,12,15,3,38,0,304
3,19,26,2,36,1,543.6
6,0,34,4,5,1,49.5
5,0,4,3,49,3,578.2
3,20,46,4,46,2,257.6
5,20,44,3,21,2,207.9
5,0,25,4,29,3,232
4,22,38,2,20,3,354
3,19,8,3,41,1,438.7
4,18,6,2,5,2,94
5,18,32,2,7,2,118.3
1,0,16,2,2,2,33.8
5,21,18,3,29,0,240.7
2,20,14,3,14,3,163.8
0,0,39,4,19,0,106.4
0,22,5,3,37,3,392.2
1,20,28,3,26,0,296.4
1,12,25,3,29,2,243.6
2,19,33,2,36,0,568.8
3,9,41,3,30,3,360
1,20,37,3,46,3,455.4
4,22,34,2,10,2,206
0,12,12,4,46,3,322
1,10,24,2,9,3,201.6
4,12,44,2,29,1,609
0,0,48,2,23,1,356.5
3,22,19,3,37,0,325.6
1,22,21,4,43,1,421.4
1,0,45,4,6,2,39
0,12,17,2,10,1,210
1,0,37,2,16,1,369.6
3,0,2,3,44,0,391.6
6,22,46,2,43,0,855.7
5,0,49,3,22,3,180.4
2,0,52,2,41,2,947.1
4,0,26,2,43,0,649.3
6,14,17,4,20,1,178
6,12,10,3,20,0,164
1,0,39,4,31,1,223.2
2,12,36,2,10,2,241
0,14,26,2,21,2,457.8
5,18,56,2,45,0,837
3,21,3,2,3,0,74.7
6,17,36,3,25,1,220
2,22,23,3,17,2,149.6
6,0,17,2,28,3,450.8
6,20,46,3,49,2,460.6
4,10,48,2,15,1,273
5,10,22,2,26,1,400.4
2,0,3,3,3,1,32.4
3,20,23,2,0,1,0
6,0,43,2,8,2,179.2
1,0,58,4,49,1,259.7
6,12,57,3,14,2,127.4
2,19,52,2,26,3,579.8
2,18,14,2,19,0,402.8
5,19,31,3,14,2,141.4
4,0,56,2,19,0,395.2
2,18,46,2,34,3,632.4
1,19,42,2,46,3,722.2
6,0,31,3,39,1,331.5
3,0,10,3,15,3,156
5,20,5,3,12,0,122.4
3,0,11,2,33,3,762.3
6,14,55,4,34,1,176.8
0,11,49,3,48,0,504
2,20,15,3,5,0,54
0,0,57,2,34,2,771.8
2,20,52,4,45,1,382.5
4,20,51,3,33,0,303.6
5,21,6,4,12,3,106.8
0,10,32,4,25,0,142.5
1,20,9,2,36,2,723.6
5,21,53,4,45,1,441
0,21,29,2,9,0,196.2
4,0,21,3,1,1,9.6
2,20,11,2,11,0,223.3
3,19,47,2,5,2,100.5
4,0,26,2,41,3,680.6
1,0,8,2,49,1,916.3
0,15,36,2,49,2,891.8
1,20,3,4,41,1,319.8
3,19,11,4,31,0,167.4
4,21,10,3,33,2,283.8
2,0,17,4,19,0,171
6,10,42,2,0,2,0
4,12,46,3,11,2,117.7
6,17,40,3,12,0,109.2
3,0,7,2,3,1,73.2
2,0,33,3,47,1,390.1
4,0,12,3,3,1,24.3
3,18,32,2,33,2,603.9
6,18,13,4,29,2,220.4
4,18,1,3,41,1,446.9
5,19,50,3,5,3,58
3,0,26,2,21,0,451.5
5,22,12,3,47,0,413.6
2,19,50,2,19,1,288.8
6,0,25,3,23,0,262.2
6,11,56,2,12,2,220.8
3,12,26,3,36,0,360
4,0,16,2,5,2,89.5
5,0,12,4,12,1,64.8
2,22,16,4,4,3,33.6
6,0,38,4,37,0,321.9
3,0,26,4,7,1,56.7
5,21,27,2,2,0,30.4
3,18,54,4,46,3,418.6
4,22,58,4,16,2,91.2
2,18,43,4,0,0,0
1,21,42,4,7,2,51.8
0,16,4,2,11,2,225.5
2,0,5,4,18,2,104.4
0,0,45,3,17,0,147.9
0,14,26,2,43,0,838.5
3,0,29,3,36,2,385.2
3,0,5,2,20,0,436
4,22,54,3,9,2,79.2
0,14,33,2,40,2,732
1,20,17,2,1,2,15.5
3,19,26,3,43,2,352.6
2,0,4,3,12,3,130.8
4,11,8,3,17,1,190.4
0,22,25,2,12,1,255.6
6,21,40,2,40,0,956
0,21,24,2,31,0,505.3
1,19,33,2,46,2,892.4
5,0,16,2,22,3,365.2
4,0,26,2,27,2,453.6
2,0,40,3,36,3,414
6,9,49,3,43,3,481.6
0,20,46,4,26,1,218.4
1,21,38,4,23,0,128.8
6,18,33,2,5,0,103.5
1,10,21,2,18,0,370.8
1,22,2,2,17,3,413.1
2,0,36,4,12,0,87.6
1,19,37,4,35,1,297.5
1,19,53,3,16,2,180.8
6,11,0,3,14,1,144.2
3,20,50,2,17,2,372.3
6,11,26,2,34,1,802.4
0,18,19,2,5,1,93
1,20,17,2,48,2,1017.6
3,22,50,2,46,1,956.8
2,0,41,4,49,2,333.2
1,20,9,3,7,3,77
1,19,18,3,44,0,462
5,0,22,4,27,0,224.1
0,22,28,3,6,1,67.2
2,0,0,2,44,3,756.8
2,18,37,2,19,1,395.2
4,9,54,2,36,1,752.4
4,18,9,3,14,1,134.4
1,20,29,2,36,2,615.6
5,11,22,2,6,1,127.8
2,9,15,3,44,1,404.8
5,0,43,2,8,1,194.4
0,10,43,4,24,3,148.8
2,0,32,2,34,2,523.6
6,16,41,4,7,0,39.9
4,19,57,3,28,3,313.6
4,22,1,3,1,3,11.5
6,0,52,2,47,0,789.6
2,22,51,2,14,1,338.8
1,0,26,4,31,3,210.8
3,0,43,3,35,1,315
2,0,27,4,39,0,366.6
5,12,22,2,43,3,700.9
5,19,55,2,20,2,418
6,9,10,4,11,3,57.2
5,0,49,4,34,1,306
4,21,10,3,28,2,226.8
3,22,15,2,30,3,561
2,0,46,3,48,2,537.6
4,19,8,2,6,1,91.2
1,10,15,4,2,1,20
6,0,16,3,19,2,169.1
4,19,3,2,18,0,387
3,0,33,2,2,3,47.8
2,21,25,2,9,3,209.7
6,14,58,4,8,3,75.2
6,12,54,3,48,2,470.4
0,0,42,3,47,1,479.4
3,21,47,3,32,1,380.8
2,12,1,2,36,0,889.2
5,21,1,4,10,3,78
1,0,40,2,8,0,161.6
5,9,28,4,25,2,232.5
0,17,46,4,39,2,284.7
2,20,21,4,49,3,480.2
4,22,8,2,33,0,765.6
3,22,52,3,0,1,0
4,0,3,2,36,1,655.2
2,18,38,3,27,0,294.3
5,22,17,2,48,3,1084.8
3,21,4,4,26,2,184.6
0,18,49,2,5,2,80.5
6,10,21,4,6,2,48
0,14,35,2,41,2,820
1,0,55,3,24,2,230.4
6,0,25,3,22,2,255.2
4,0,13,3,7,3,66.5
6,12,17,4,30,0,159
5,21,16,3,44,3,448.8
1,18,34,2,9,1,213.3
6,0,37,3,3,3,24
0,15,47,3,23,1,234.6
0,0,43,4,25,1,200
0,0,52,3,43,0,460.1
4,0,19,3,34,2,353.6
6,11,58,4,42,3,273
6,19,16,2,49,1,798.7
5,21,32,3,22,3,222.2
4,0,50,4,29,3,179.8
6,9,0,2,48,1,902.4
6,11,37,3,15,0,162
3,10,53,3,21,2,224.7
1,21,17,4,12,0,62.4
2,19,0,2,48,0,796.8
0,0,47,2,4,2,90
4,21,32,2,48,3,854.4
6,0,57,2,25,1,575
2,22,2,3,6,2,57
3,0,39,4,34,3,224.4
2,18,53,2,37,2,777
5,0,37,3,33,2,310.2
1,0,20,3,43,3,507.4
5,0,7,3,37,2,318.2
4,0,5,2,7,2,118.3
4,0,53,3,43,2,417.1
0,12,43,3,40,1,384
6,11,34,2,41,2,1012.7
2,22,47,2,9,1,162.9
5,0,14,4,36,3,212.4
3,19,9,4,31,2,272.8
1,0,30,2,28,1,571.2
4,19,56,2,29,2,536.5
1,20,8,2,2,1,48.8
6,21,37,2,46,2,763.6
6,15,19,2,7,1,171.5
1,0,46,3,38,1,421.8
1,21,13,3,44,0,440
1,0,19,2,39,0,865.8
0,10,46,3,5,2,53.5
1,12,31,2,25,0,560
5,19,40,3,9,1,99
2,0,24,3,4,0,46.8
1,18,21,3,48,3,489.6
4,12,12,3,42,2,407.4
5,10,3,4,29,1,208.8
0,20,34,3,24,1,204
6,20,32,3,49,0,583.1
1,0,8,4,2,2,18
5,21,34,4,28,0,243.6
1,9,22,2,17,0,350.2
0,14,15,3,34,2,292.4
4,0,56,4,30,0,180
1,21,8,3,12,0,122.4
5,0,58,4,47,1,310.2
1,20,46,2,28,1,450.8
6,19,52,4,20,2,184
5,19,11,4,33,0,217.8
2,0,45,3,36,0,320.4
3,9,2,2,27,1,467.1
4,22,30,3,45,0,495
0,18,37,2,12,2,292.8
5,0,34,3,35,3,283.5
0,9,19,3,43,0,412.8
4,22,11,4,9,1,73.8
1,22,57,3,35,2,315
3,0,50,2,26,1,488.8
4,19,8,2,38,3,855
4,0,19,3,27,0,229.5
1,20,52,4,31,2,300.7
2,0,54,2,11,1,212.3
5,10,4,2,17,1,392.7
0,0,9,2,5,0,87
4,12,32,3,16,0,147.2
1,20,57,2,12,3,256.8
0,14,12,2,20,1,400
5,20,41,2,25,3,477.5
1,12,1,2,7,2,165.2
6,18,45,4,23,2,135.7
3,11,6,4,15,1,102
5,19,48,2,36,0,756
4,0,22,2,33,3,511.5
1,0,49,3,13,1,153.4
6,21,3,2,9,1,153.9
2,0,3,2,19,0,416.1
2,18,27,3,15,2,144
3,0,56,3,27,0,229.5
3,11,16,3,25,0,250
0,20,41,2,8,0,131.2
3,10,17,2,40,0,644
2,0,1,3,29,2,249.4
2,20,54,3,44,2,466.4
6,0,26,4,13,3,115.7
3,20,24,2,36,0,651.6
0,12,6,2,5,2,101
2,10,20,3,42,0,411.6
6,14,38,3,40,3,468
2,20,7,2,29,1,701.8
0,11,9,4,19,3,186.2
2,0,1,3,48,2,528
1,9,51,2,18,3,282.6
0,16,31,3,41,1,479.7
2,19,39,3,45,0,432
6,18,53,2,42,1,1020.6
6,15,15,2,14,3,338.8
2,11,20,4,44,3,391.6
4,0,39,4,38,3,273.6
4,21,27,4,30,3,267
6,15,14,3,2,1,18.6
2,21,0,2,26,0,543.4
3,19,36,3,45,0,499.5
0,17,26,3,46,1,552
3,19,32,2,36,3,720
4,0,37,2,29,1,513.3
3,0,0,2,40,2,816
1,22,57,2,45,2,805.5
3,10,41,2,22,0,470.8
0,14,28,3,17,1,136
3,0,50,2,40,1,812
2,19,38,2,23,2,395.6
0,9,45,2,28,0,442.4
5,18,45,3,23,3,213.9
3,0,28,2,47,1,737.9
1,19,32,2,6,0,91.8
5,11,25,3,49,3,539
0,21,51,3,7,2,75.6
4,0,39,3,29,2,304.5
2,0,57,4,36,1,291.6
4,21,39,2,37,3,784.4
0,11,25,4,5,3,34.5
6,18,28,2,38,3,775.2
1,19,46,2,25,1,492.5
3,22,57,3,9,1,74.7
1,19,19,3,32,0,329.6
3,0,25,4,10,2,89
0,0,9,3,17,2,183.6
5,21,28,3,45,0,378
3,21,27,2,49,1,764.4
0,21,27,2,26,0,569.4
4,0,5,2,42,0,852.6
6,21,11,4,6,2,40.2
3,10,29,4,22,0,176
3,22,40,2,49,0,833
3,0,8,4,23,0,207
2,0,57,3,16,2,185.6
4,18,22,2,47,3,869.5
6,22,30,4,31,0,291.4
4,0,30,2,36,2,842.4
3,18,55,2,43,1,984.7
1,0,53,2,14,1,294
2,18,58,4,23,1,211.6
3,10,56,3,27,1,305.1
3,0,58,3,17,3,187
0,0,47,3,47,1,427.7
0,18,39,4,17,3,154.7
2,19,51,4,2,2,12
3,0,11,3,9,3,97.2
5,0,27,3,33,0,326.7
2,0,0,2,17,1,379.1
6,15,52,2,7,2,147.7
1,12,48,2,48,2,945.6
6,21,56,3,40,1,360
0,22,51,2,8,0,166.4
0,0,36,2,4,1,76
1,0,2,4,42,3,247.8
4,0,58,3,16,2,144
1,19,43,3,10,1,99
4,0,54,3,49,2,548.8
5,19,42,4,46,3,381.8
1,22,14,3,33,1,333.3
0,16,47,2,1,1,24.7
0,0,43,2,7,0,108.5
0,20,10,4,49,2,387.1
1,0,58,2,34,2,727.6
1,10,56,4,47,1,258.5
1,20,52,2,43,3,868.6
4,0,16,2,24,1,489.6
5,0,46,2,33,2,755.7
4,12,43,2,43,2,937.4
2,19,11,2,31,0,651
3,20,36,3,20,2,170
0,20,43,3,4,3,42.4
2,20,53,2,2,0,42.4
4,0,40,3,34,2,360.4
4,0,35,2,41,1,664.2
6,17,33,4,41,1,332.1
4,19,22,3,4,0,38.8
6,19,2,4,44,1,259.6
5,0,23,4,22,1,198
1,20,4,3,29,2,252.3
6,22,53,2,30,0,723
2,22,51,4,42,1,285.6
5,0,17,2,33,3,815.1
6,0,27,4,42,2,273
1,21,57,3,14,1,161
1,12,4,4,29,2,185.6
6,15,24,2,19,3,345.8
2,21,42,3,1,2,10.9
1,9,8,3,49,3,563.5
4,20,38,2,32,0,729.6
5,0,35,4,23,0,142.6
4,19,15,3,38,1,364.8
2,0,26,2,34,1,741.2
0,18,44,2,2,3,35.2
2,0,38,4,47,1,437.1
0,17,4,3,29,3,249.4
6,0,51,2,40,0,824
3,20,6,4,24,1,132
2,18,20,2,6,2,147
2,20,0,4,28,3,263.2
0,0,25,3,22,0,195.8
4,9,18,3,47,1,470
1,0,12,3,28,0,271.6
3,22,24,3,21,2,228.9
1,0,29,3,27,1,291.6
2,12,12,3,22,0,189.2
2,19,16,2,29,0,553.9
1,18,34,3,29,1,342.2
6,19,37,3,13,0,117
3,21,41,2,3,2,52.8
2,0,21,2,38,0,923.4
3,0,12,2,27,0,610.2
4,20,14,3,48,0,412.8
6,16,52,3,17,3,198.9
3,19,26,2,2,2,45.6
6,10,56,2,36,1,846
1,19,17,4,28,0,254.8
2,0,2,3,0,3,0
2,0,32,2,12,3,217.2
1,22,15,4,7,1,47.6
0,11,15,3,5,0,41
4,9,50,3,48,1,470.4
6,22,52,3,48,3,412.8
2,9,3,2,37,3,817.7
5,21,44,2,24,3,453.6
1,0,56,2,27,0,585.9
4,19,49,3,4,1,40.4
6,20,6,2,48,3,1137.6
6,15,27,3,19,3,159.6
1,0,35,4,44,0,237.6
5,22,4,2,2,1,49.4
0,21,48,3,0,2,0
3,20,26,2,32,2,662.4
3,18,42,2,0,0,0
0,18,29,3,0,1,0
5,21,56,4,1,1,9.9
5,18,3,2,25,1,547.5
0,22,57,3,17,0,144.5
1,18,38,2,40,2,808
4,21,35,3,19,0,184.3
6,22,6,3,27,0,321.3
1,0,14,4,49,1,284.2
5,0,44,3,2,2,22.6
1,20,39,2,4,1,80.4
0,9,24,2,13,0,206.7
1,11,0,2,23,1,432.4
2,0,42,3,33,0,366.3
4,10,24,3,5,0,56.5
4,21,16,3,0,1,0
2,21,46,3,49,3,534.1
1,21,55,2,40,0,900
4,18,22,2,34,3,571.2
2,0,35,3,47,0,521.7
1,0,54,3,26,2,288.6
3,0,43,2,21,0,485.1
4,19,30,4,42,3,218.4
1,22,51,4,6,1,31.2
0,18,56,4,6,2,42
4,0,50,2,31,0,598.3
4,19,51,3,4,1,48
5,18,53,2,39,2,651.3
2,19,53,2,44,3,919.6
1,20,3,3,17,3,180.2
1,18,51,2,4,1,68.8
0,0,3,2,7,1,107.1
1,0,32,2,12,0,228
1,0,43,3,12,2,117.6
6,0,41,4,19,3,138.7
1,20,38,2,40,0,608
3,19,46,4,25,2,207.5
3,20,45,4,20,0,170
0,15,52,2,29,1,687.3
5,0,14,3,18,1,212.4
0,22,44,2,16,0,345.6
0,11,30,3,10,2,92
0,0,41,3,20,1,222
0,10,16,2,17,1,294.1
4,0,32,2,1,1,20.9
5,0,40,3,2,3,18.4
3,19,36,2,1,1,15.8
1,12,14,3,17,2,173.4
6,12,28,4,47,2,441.8
6,0,52,3,10,2,102
0,19,28,3,25,1,222.5
3,0,20,2,6,1,133.8
2,0,14,3,8,3,88.8
6,0,17,3,45,2,535.5
0,14,37,2,12,1,218.4
6,21,47,2,34,2,809.2
3,0,31,3,10,3,95
2,11,20,4,48,2,278.4
0,9,47,4,34,1,295.8
6,19,33,2,26,2,481
6,20,41,4,47,0,408.9
3,0,3,2,32,3,729.6
4,21,22,2,17,1,275.4
3,0,14,4,22,0,136.4
5,22,7,2,29,1,626.4
4,0,29,4,17,1,107.1
0,17,29,2,17,2,343.4
4,0,27,2,29,2,464
2,20,57,2,37,1,765.9
0,14,45,3,34,3,357
1,0,6,2,8,3,170.4
2,0,45,2,23,0,522.1
0,12,24,2,6,2,102.6
1,22,42,4,20,0,184
0,10,13,3,28,1,263.2
0,11,20,4,8,3,77.6
2,12,18,3,12,1,124.8
5,0,28,3,14,0,142.8
6,0,37,2,0,0,0
6,14,50,3,0,3,0
4,20,16,2,41,2,996.3
0,0,15,4,2,3,17.4
0,0,56,3,29,2,301.6
0,0,54,4,2,1,16.8
0,15,35,3,25,0,242.5
3,21,51,2,21,2,430.5
6,19,42,2,26,1,540.8
1,11,36,3,48,0,403.2
0,0,55,2,33,1,825
1,20,12,3,33,3,376.2
1,0,7,3,35,0,350
0,20,30,3,23,0,216.2
2,19,40,2,45,2,976.5
3,19,55,2,12,2,235.2
3,0,58,4,7,1,61.6
3,21,35,4,36,0,320.4
6,15,39,2,8,0,125.6
4,21,30,2,32,3,697.6
1,20,45,3,26,1,296.4
5,19,24,3,4,2,35.6
6,0,17,2,15,1,300
1,11,28,2,35,0,619.5
3,11,17,2,9,1,184.5
1,10,16,2,11,2,217.8
6,22,21,2,5,1,117
0,22,26,2,30,1,474
4,0,18,4,46,2,280.6
0,14,1,2,40,1,660
4,21,16,3,47,3,531.1
5,22,17,3,46,1,368
1,22,21,2,23,2,492.2
1,0,52,2,25,2,470
4,0,48,2,45,0,855
2,0,44,3,9,3,108
2,0,58,2,44,0,704
4,21,34,4,21,3,140.7
2,10,54,2,36,2,846
3,22,23,2,29,0,722.1
0,15,18,4,5,1,47
6,10,57,3,10,0,93
4,20,44,2,28,3,459.2
5,18,55,4,46,1,234.6
2,11,5,2,17,2,270.3
0,12,54,2,41,0,803.6
1,0,16,2,28,2,663.6
1,18,49,2,33,2,818.4
5,19,47,2,16,0,294.4
6,0,31,2,10,3,175
2,12,57,2,8,2,149.6
5,19,38,4,39,0,382.2
1,10,8,3,16,1,137.6
2,22,43,4,35,2,217
2,0,36,3,46,1,432.4
6,14,58,4,40,3,208
5,18,4,2,39,2,838.5
5,0,26,2,3,1,50.7
4,20,41,3,39,0,335.4
6,11,27,4,5,1,29
4,22,50,2,36,3,745.2
2,0,17,2,37,2,614.2
0,10,40,3,36,0,424.8
3,19,36,2,35,1,703.5
1,19,12,2,24,2,554.4
1,22,38,2,31,2,598.3
6,12,46,2,11,2,210.1
5,20,50,2,28,1,453.6
6,11,42,4,29,3,249.4
4,22,30,3,36,1,410.4
6,16,47,3,36,1,428.4
6,17,23,3,31,0,331.7
4,9,47,4,0,1,0
2,22,43,2,25,1,482.5
6,14,56,2,36,1,788.4
4,0,0,3,48,1,427.2
4,11,52,4,1,1,9.1
2,22,15,3,33,2,320.1
4,0,12,3,3,0,32.4
1,22,57,4,30,1,195
6,14,12,4,10,1,63
4,19,8,2,40,1,620
2,0,22,3,46,0,455.4
0,0,2,4,15,0,99
3,20,32,3,7,3,76.3
4,0,11,3,4,3,47.2
0,22,50,2,36,3,604.8
0,19,49,2,43,1,1036.3
1,0,10,2,35,2,696.5
1,0,13,3,17,3,153
4,20,9,3,10,0,116
2,18,45,4,40,3,308
0,21,7,2,7,1,150.5
5,0,1,3,25,1,210
2,12,34,3,4,2,44.4
5,18,23,3,22,1,253
2,19,12,2,17,0,312.8
6,22,0,2,10,2,181
3,19,18,2,38,0,577.6
3,11,24,2,42,1,739.2
3,20,14,2,6,1,95.4
5,0,25,2,37,1,802.9
2,20,33,2,0,0,0
6,21,44,2,15,2,318
1,21,18,2,43,3,817
1,19,45,3,7,3,76.3
4,0,54,3,37,3,395.9
5,20,58,3,24,0,252
2,20,21,2,17,1,261.8
4,18,0,2,32,1,700.8
4,19,10,4,47,2,408.9
1,19,52,3,2,1,24
5,18,4,4,24,3,211.2
2,20,1,2,26,2,457.6
3,11,18,3,42,2,394.8
1,0,12,3,10,1,116
2,19,54,2,29,3,588.7
1,0,49,3,46,3,473.8
4,19,9,2,0,2,0
5,10,19,4,44,3,286
2,19,32,2,24,3,439.2
0,0,3,3,47,1,451.2
4,0,10,2,47,2,1095.1
2,20,55,2,37,2,717.8
4,0,12,3,25,1,240
1,21,17,2,20,0,466
2,18,6,3,16,0,174.4
5,21,23,2,26,3,551.2
6,10,24,2,3,0,54.3
5,22,58,2,31,1,731.6
2,18,40,2,32,0,774.4
2,0,31,2,33,1,825
